Submitter	bases	rel_bases
University of Hohenheim	3.14372119464e+11	2.60376573845e-05
Center for Molecular Medicine	3.14069884402e+11	2.60126249707e-05
Shenzhen Second People's Hospital	3.136677048e+11	2.59793147182e-05
UT_SCI	3.12491625434e+11	2.5881906743e-05
German Cancer Research Center (DKFZ)	3.12354012076e+11	2.58705090101e-05
SNU	3.10715788887e+11	2.57348242866e-05
MAX F. PERUTZ LABORATORIES	3.1066927945e+11	2.5730972174e-05
University of Wisconsin - Madison	3.1060786502e+11	2.57258855655e-05
WWU	3.10047199636e+11	2.56794488357e-05
Peking university	3.09715661754e+11	2.56519894357e-05
Majorbio	3.09434633523e+11	2.56287134632e-05
Royal Institude of Technology (KTH)	3.0934564719e+11	2.56213432306e-05
Soil Ecology, UFZ - Helmholtz Centre for Environme	3.09224260095e+11	2.56112894269e-05
Millennium	3.08942456589e+11	2.55879492428e-05
THE UNIVERSITY OF SHEFFIELD	3.08473167088e+11	2.55490806584e-05
PUBLIC HEALTH ENGLAND	3.08007397417e+11	2.55105036016e-05
UH Manoa	3.0775543247e+11	2.54896347759e-05
Plant Germplasm and Genomics Center, Germplasm Ban	3.07521688561e+11	2.54702750954e-05
NIAID-phs001248	3.070087753e+11	2.54277934027e-05
WEHI	3.05709227234e+11	2.53201592163e-05
DEPARTMENT OF PLANT SCIENCES UNIVERSITY OF CAMBRID	3.04255509387e+11	2.51997560225e-05
NCGM	3.03954127982e+11	2.51747943122e-05
Bristol-Myers Squibb	3.03865414013e+11	2.5167446638e-05
University of Innsbruck	3.03580689638e+11	2.51438645349e-05
NIOO-KNAW	3.01955176962e+11	2.5009232551e-05
Institute of Genetics and Developmental Biology	3.01810620279e+11	2.49972597418e-05
Estacion Experimental de Aula Dei (CSIC - Spain)	3.01488310488e+11	2.49705646522e-05
Ecole normale superieure	3.01203549158e+11	2.49469794883e-05
Graduate University for Advanced Studies	3.00828240007e+11	2.49158947627e-05
Theragen Bio Institute	3.00564510623e+11	2.48940515555e-05
IBBE-CNR and University of Bari-phs000747	3.00119925174e+11	2.48572290675e-05
NHGRI-phs000732	3.001139868e+11	2.48567372257e-05
University of Guelph	2.99189724053e+11	2.47801857911e-05
Carnegie Institution for Science	2.99159530301e+11	2.47776850141e-05
University of Rochester	2.98101503407e+11	2.46900546548e-05
GEOMAR - Helmholtz Centre for Ocean Research Kiel	2.9689148063e+11	2.45898353397e-05
Jiangxi Agricultural University	2.96796002241e+11	2.4581927407e-05
Nanyang Technological University	2.96350535764e+11	2.45450319484e-05
Monash University	2.96252652886e+11	2.45369248655e-05
ECBC	2.96194476754e+11	2.45321064669e-05
KEIO	2.96033412757e+11	2.45187664507e-05
Murdoch Childrens Research Institute	2.9521854368e+11	2.44512754725e-05
Natural Resources Canada	2.94687561856e+11	2.44072972634e-05
New England Biolabs	2.93885758595e+11	2.43408884526e-05
DEFENCE INSTITUTE OF PHYSIOLOGY AND ALLIED SCIENCE	2.929027854e+11	2.4259474365e-05
University of Warwick	2.92800707493e+11	2.42510198317e-05
Sir Run Run Shaw Hospital, College of Medicine, Zh	2.92715022436e+11	2.4243923025e-05
Department of Chemistry, Biotechnology and Food Sc	2.92131284248e+11	2.41955753058e-05
BU-NECS	2.921096684e+11	2.41937849879e-05
NIAID-phs000856	2.915985332e+11	2.41514505619e-05
Stanford-phs000998	2.9144405361e+11	2.41386558948e-05
IFH_MS	2.9114336816e+11	2.41137518265e-05
UMR 1170 INSERM Institut Gustave Roussy	2.90677346287e+11	2.40751538812e-05
Universität Potsdam	2.90189658932e+11	2.40347615071e-05
College of Life Sciences, Wuhan University	2.88595459457e+11	2.39027230178e-05
King Abdullah University of Science & Technology	2.87676864316e+11	2.38266409988e-05
FOUNDATION MEDICINE	2.87630263802e+11	2.38227813429e-05
ROTHAMSTED RESEARCH	2.8542266321e+11	2.36399383225e-05
University of Ottawa	2.85263221382e+11	2.36267326613e-05
CREA-ORT	2.84957023771e+11	2.3601372052e-05
Monell Chemical Senses Center	2.84921695e+11	2.35984459706e-05
Institute of Special Wild Economic Animals and Pla	2.84515921588e+11	2.35648380632e-05
COPENHAGEN UNIVERSITY	2.83759344899e+11	2.35021751125e-05
NIH-phs001246	2.83084943392e+11	2.34463182655e-05
INSTITUTE OF EVOLUTIONARY BIOLOGY	2.82712498234e+11	2.34154707481e-05
Nanjing agricultural university	2.82710030593e+11	2.34152663674e-05
UNIVERSITY KIEL	2.82547395768e+11	2.34017962485e-05
La Jolla Institute	2.82472627193e+11	2.3395603592e-05
Universidad de Jaen	2.81180345416e+11	2.32885712311e-05
Deakin University	2.81105626831e+11	2.3282382715e-05
Henan Agricultural University	2.81012403712e+11	2.32746615734e-05
University of Oulu	2.80932631887e+11	2.32680545262e-05
Universitat Basel	2.80834712573e+11	2.32599444255e-05
TITECH	2.80342802088e+11	2.32192022735e-05
Jazan University	2.80110972891e+11	2.32000011776e-05
GENETWISTER TECHNOLOGIES B.V.	2.8006322219e+11	2.31960462582e-05
University of Hamburg	2.7988499537e+11	2.31812847429e-05
HELMHOLTZ ZENTRUM MUENCHEN	2.79234504644e+11	2.31274082901e-05
Tel-Aviv University	2.7890486385e+11	2.31001060151e-05
University of Maryland Center for Environmental Sc	2.78697080334e+11	2.30828964864e-05
AEGIC	2.77439848785e+11	2.29787671368e-05
BIDMC	2.77127731962e+11	2.29529162728e-05
Columbia University Medical Center	2.77057363579e+11	2.29470880593e-05
UT Austin	2.76745388529e+11	2.29212489376e-05
STANFORD_phs000641	2.75803946342e+11	2.28432746275e-05
United States Geological Survey	2.75757264015e+11	2.28394081955e-05
University Hamburg	2.75448950803e+11	2.2813872363e-05
DNA Sequencing and Genomics, Institute of Biotechn	2.75420377365e+11	2.28115057874e-05
NIFTS	2.75220564967e+11	2.27949564612e-05
University of Missouri-Columbia	2.74912067347e+11	2.27694053552e-05
CRUK-CRI	2.74473972681e+11	2.27331204619e-05
DOE JGI	2.73905242998e+11	2.2686015812e-05
PRI	2.73879439277e+11	2.26838786363e-05
Université de Montréal	2.73755273351e+11	2.26735946778e-05
National Insitute of Japan	2.736891102e+11	2.26681147597e-05
Cal. Inst. of Tech., Division of Biology	2.73252601235e+11	2.2631961201e-05
UCSD-CIDR	2.719553265e+11	2.25245153017e-05
Max Planck Institute of Molecular Plant Physiology	2.71817176361e+11	2.25130731102e-05
New York University Langone Medical Center	2.71803726581e+11	2.25119591413e-05
Federal University of Sao Carlos	2.71773040685e+11	2.25094176028e-05
CRONNLAB	2.70423648766e+11	2.23976551332e-05
NRC-ACRD Saskatoon	2.70402324616e+11	2.23958889749e-05
Genoscreen	2.70294047662e+11	2.23869210097e-05
University of Arkansas	2.7022933479e+11	2.238156121e-05
USAMRIID	2.69849888121e+11	2.23501337972e-05
BIODIVERSITY AND CLIMATE RESEARCH CENTER, FRANKFUR	2.6957434834e+11	2.23273124019e-05
Technische Universitaet Dresden	2.68845836849e+11	2.22669739322e-05
UNIVERSITY HOSPITAL ZURICH	2.68747477716e+11	2.22588274038e-05
TGen North	2.67632522484e+11	2.21664819936e-05
Pine Reference Sequence Project at UCD	2.67426106405e+11	2.2149385722e-05
Institut de la Recherche Agronomique	2.67336260468e+11	2.21419442933e-05
KOBE_U	2.66907139005e+11	2.21064025994e-05
University of Toronto Mississauga	2.66781408806e+11	2.2095989081e-05
Northwestern University Feinberg School of Medicin	2.66770969796e+11	2.20951244771e-05
WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE	2.66424969878e+11	2.20664672688e-05
Citrus Research and Education center, University o	2.66263457179e+11	2.20530900891e-05
University of Illinois at Chicago	2.66164561447e+11	2.20448991172e-05
Symka Genome Team led by Senjie Lin and collaborat	2.66034979996e+11	2.20341666215e-05
BIOLS	2.65842730904e+11	2.2018243721e-05
Richard Cronn Lab	2.65778219722e+11	2.20129006261e-05
mothur	2.65225977924e+11	2.19671615741e-05
Leibniz Institute of Plant Genetics and Crop Plant	2.6516365169e+11	2.19619994461e-05
CIFC-Instituto de Investigacao CientificaC	2.64403549434e+11	2.18990444927e-05
University of Milano-Bicocca	2.64368231944e+11	2.18961193456e-05
Tsinghua University	2.63238507867e+11	2.18025507158e-05
CIBIO/InBIO	2.63144749682e+11	2.17947852578e-05
Universidad de Chile	2.63019462444e+11	2.17844084274e-05
Marshall University	2.62546977668e+11	2.17452751965e-05
FDA/CFSAN	2.61921645409e+11	2.16934824767e-05
Institute of Experimental Botany	2.61719008557e+11	2.1676699217e-05
BGI-shenzhen	2.61714169774e+11	2.16762984481e-05
Jiangnan University	2.61492972057e+11	2.16579778973e-05
Shenzhen Institute of Molecular Crop Design	2.61320509838e+11	2.16436938311e-05
UZH	2.61110159394e+11	2.16262716984e-05
Life Science College, Hunan Normal University.	2.60550342279e+11	2.15799052258e-05
KYOTO-GB	2.5998401918e+11	2.15329998996e-05
Thermo Fisher Scientific	2.59945894543e+11	2.15298422524e-05
MD ANDERSON CANCER CENTER	2.5948772531e+11	2.14918946967e-05
Aalborg University	2.59438170532e+11	2.14877903559e-05
IGA	2.58745645487e+11	2.14304324391e-05
USDA-ARS / Kansas State University	2.58206200275e+11	2.13857532557e-05
Qiagen Sciences	2.58189402154e+11	2.13843619627e-05
University Hospital Jena	2.57977078193e+11	2.13667763748e-05
BC Centre for Disease Control	2.56745637511e+11	2.12647831362e-05
IFIMAV	2.56594871628e+11	2.12522960543e-05
JOHN INNES CENTRE, NORWICH, UK.	2.56554175222e+11	2.12489254021e-05
Stockholm University Department of Zoology Populat	2.56389511212e+11	2.12352872173e-05
UNR	2.56236656931e+11	2.12226271652e-05
AUBURN UNIVERSITY	2.56211327214e+11	2.12205292486e-05
Inserm U938	2.56109839495e+11	2.12121235972e-05
Cambridge University	2.54974967475e+11	2.11181285925e-05
National Taiwan University	2.54946592643e+11	2.11157784663e-05
THE UNIVERSITY OF HONG KONG	2.54438548459e+11	2.10737000517e-05
PNNL	2.54366188753e+11	2.10677069081e-05
Umass Medical School	2.54177076819e+11	2.10520438406e-05
National institute of nutrition and seafood resear	2.54074375192e+11	2.1043537648e-05
Wenzhou Medical College, China	2.53856674045e+11	2.10255066983e-05
Host-Pathogen Genomics Laboratory at the Universit	2.53600495192e+11	2.10042888587e-05
GriceLab	2.53488200095e+11	2.09949880935e-05
CHIBA_U	2.52974757595e+11	2.0952462567e-05
Martin Luther University Halle-Wittenberg	2.52930809449e+11	2.09488225917e-05
NRC on Mithun	2.52897942222e+11	2.09461003859e-05
University of Fribourg	2.52863059624e+11	2.09432112584e-05
UCSF_MSKCC_phs000706	2.52564406799e+11	2.09184755409e-05
NCI_HeritableBreastC	2.52547539182e+11	2.0917078492e-05
KYOTO_PREF	2.52344687848e+11	2.0900277468e-05
Gov of Canada	2.51894074173e+11	2.08629556962e-05
WARWICK UNIVERSITY	2.5169096889e+11	2.0846133639e-05
Thomas Jefferson University	2.516590004e+11	2.08434858706e-05
The National Orchid Conservation Center of China,	2.513758765e+11	2.08200363257e-05
Institute for Basic Science	2.51060802725e+11	2.07939405542e-05
University Laval	2.5097369171e+11	2.07867256435e-05
Imperial College	2.50967969143e+11	2.07862516758e-05
OSUMC-phs000938	2.50630241069e+11	2.07582795773e-05
USDA Forest Service	2.50338812709e+11	2.07341422213e-05
Wright State University	2.50270288916e+11	2.07284667846e-05
Langone Medical Center, New York University	2.49986890768e+11	2.07049945254e-05
ZMBH	2.49952668892e+11	2.07021601217e-05
MCRI	2.499240428e+11	2.06997891851e-05
Univ of Calif San Diego	2.49236416e+11	2.06428369622e-05
Heirich-Heine-University Düsseldorf	2.48501502232e+11	2.05819682282e-05
UNC Charlotte	2.4832635214e+11	2.05674615408e-05
CENTRE FOR GENOMIC RESEARCH (CGR)	2.47957956936e+11	2.05369494581e-05
Agricultural Research Service, United States Depar	2.47882875164e+11	2.05307308613e-05
PLA General Hospital	2.47547635376e+11	2.05029648534e-05
QMUL	2.47270379573e+11	2.04800013298e-05
University of California - DAVIS	2.46755121216e+11	2.04373254061e-05
University of Turin	2.46627707187e+11	2.04267724257e-05
UIUC	2.46089027682e+11	2.03821566613e-05
Fudan university	2.45957944631e+11	2.03712997966e-05
Bielefeld University	2.45645682764e+11	2.03454369195e-05
China agriculture university	2.454531504e+11	2.03294905571e-05
Unicamp	2.45149736406e+11	2.0304360499e-05
CAFS	2.44678104302e+11	2.02652978902e-05
HMRI-DID	2.43914070881e+11	2.02020173408e-05
UPF	2.4363864882e+11	2.01792056955e-05
KING'S COLLEGE LONDON	2.43246607244e+11	2.01467351181e-05
KI-BN	2.43196512034e+11	2.01425860164e-05
University of Texas at Arlington	2.43112011749e+11	2.01355873376e-05
Biotechnology Research Institute, Chinese Academy 	2.42607238e+11	2.00937797945e-05
National Centre for Biological Sciences	2.42104796543e+11	2.00521654219e-05
NCI-phs001044	2.4170466651e+11	2.00190249236e-05
Institute of Biophysics, Chinese Academy of Scienc	2.41638124861e+11	2.00135136567e-05
Institute of Hydrobiology, Chinese Academy of Scie	2.41306816735e+11	1.9986073286e-05
SYGNIS	2.41300724124e+11	1.99855686697e-05
NileUniversity	2.40964278298e+11	1.99577027725e-05
C-CAMP	2.39136539405e+11	1.98063215395e-05
Penn Genome Frontiers Institute	2.39030768674e+11	1.97975611505e-05
KTH Royal Institute of Technology/SciLifeLab	2.3862947077e+11	1.9764323924e-05
Max Planck Institute for Molecular Genetics	2.3860536629e+11	1.97623274868e-05
Myongji University	2.38325008752e+11	1.9739107064e-05
Weill Cornell Medical College in Qatar	2.37866838208e+11	1.97011593998e-05
University of Tsukuba	2.3780848477e+11	1.96963263159e-05
Aberystwyth University	2.37606606739e+11	1.9679605905e-05
OILCROP	2.37111695294e+11	1.96386152005e-05
Penn State College of Medicine	2.37019071114e+11	1.96309436657e-05
uchicago-phs000680	2.36915987504e+11	1.96224058357e-05
University of Nebraska at Omaha	2.36420233413e+11	1.95813453396e-05
International Rice Research Institute (IRRI)	2.3589382202e+11	1.95377456734e-05
University of Illinois at Urbana-Champign	2.35598307053e+11	1.95132698468e-05
Samsung medical center Sungkyunkwan university Sch	2.35296895432e+11	1.94883056339e-05
Institute of Tropical Medicine	2.34643520395e+11	1.943419029e-05
STANFORD UNIVERSITY SCHOOL OF MEDICINE	2.34383881086e+11	1.94126858405e-05
sichuan agricultural university	2.34303619422e+11	1.94060382227e-05
Claude dePamphilis Lab, Penn State University	2.3414268791e+11	1.93927091794e-05
Universiti Kebangsaan Malaysia	2.33544353907e+11	1.93431525718e-05
University of Tuebingen	2.33445703458e+11	1.93349819153e-05
QIMR Berghofer Medical Research Institute	2.33383625262e+11	1.93298403309e-05
JCVI-phs001260	2.3320978997e+11	1.93154425409e-05
FBB MSU	2.33141095724e+11	1.93097529866e-05
Tongji University School of Medicine	2.326282896e+11	1.92672801675e-05
Shandong Agricultural University	2.32510724251e+11	1.92575428972e-05
TRON	2.32369121344e+11	1.92458147326e-05
Cambridge Institute - Cancer Research UK and Unive	2.318393561e+11	1.92019372859e-05
UTAustin	2.31430824071e+11	1.91681008979e-05
The EMBL-European Bioinformatics Institute	2.3129775915e+11	1.91570798862e-05
Chinese Academy of Agricultural Science	2.3107538707e+11	1.91386620696e-05
Recombinetics Inc	2.3086722175e+11	1.91214209183e-05
Chengdu Institute of Biology, Chinese Academy of S	2.30859266472e+11	1.91207620278e-05
GIGA-R, University of Liege	2.30391729699e+11	1.90820386119e-05
CSISP	2.30249922916e+11	1.90702935614e-05
Rutgers Cancer Institute of New Jersey	2.30080123626e+11	1.90562300505e-05
University of Manchester	2.29825670383e+11	1.90351551334e-05
UW-Stam	2.29783274612e+11	1.90316437324e-05
Washington and Lee	2.29318060696e+11	1.89931127056e-05
ucsd-phs000776	2.290636729e+11	1.89720432091e-05
NBAGR	2.28996598944e+11	1.89664878542e-05
Groningen Institute for Evolutionary Life Sciences	2.28488215096e+11	1.89243813071e-05
University Hospital Galway	2.28463053616e+11	1.89222973246e-05
Institute of Animal Breeding and Genetics - Vetmed	2.28195129224e+11	1.89001066687e-05
Texas Biomedical Research Institute	2.27657787422e+11	1.88556016988e-05
University of Bari	2.27608353126e+11	1.88515073368e-05
British Columbia Cancer Research Centre	2.2748451726e+11	1.88412507152e-05
Colorado Center for Microbial Ecology, University 	2.27481208537e+11	1.88409766725e-05
Department of Plant Biotechnology and Bioinformati	2.2731391041e+11	1.88271203187e-05
Institute of Botany, the Chinese Academy of Scienc	2.27256703064e+11	1.88223821591e-05
ERASMUS MC-SOPHIA CHILDREN'S HOSPITAL	2.26344373324e+11	1.87468190677e-05
DFCI	2.2624450218e+11	1.8738547308e-05
Horticulture Department, Zhejiang University	2.26169939635e+11	1.87323717158e-05
Tongji University	2.25960434994e+11	1.87150196362e-05
National Cancer Centre Singapore	2.25881475316e+11	1.87084798544e-05
CMGG	2.25625347823e+11	1.86872662687e-05
DTU-GE	2.25541497456e+11	1.8680321419e-05
Helmholtz Center for Infection Research	2.25524089467e+11	1.86788796141e-05
Peking University-phs000660	2.25130149e+11	1.86462517623e-05
CRAG	2.24940572403e+11	1.86305502094e-05
Dbitton	2.24765689051e+11	1.86160656145e-05
Lauring Lab - University of Michigan	2.24461371199e+11	1.8590860695e-05
Sungkyunkwan University	2.23969309241e+11	1.85501059973e-05
Gachon University	2.23914722673e+11	1.85455849019e-05
Orion Genomics	2.23812176446e+11	1.85370915803e-05
Oil Crops Research Institute of Chinese Academy of	2.23432441158e+11	1.85056402628e-05
Icahn School of Medicine at Mount Sinai, New York	2.231888722e+11	1.84854668292e-05
UNIVERSITY OF BRITISH COLUMBIA	2.23082119684e+11	1.84766251245e-05
The Genome Institute at Washington University Scho	2.22996453155e+11	1.84695298524e-05
Georgetown University	2.22254941041e+11	1.8408114615e-05
Phylos Bioscience	2.21830196919e+11	1.83729354714e-05
Istituto Nazionale Genetica Molecolare - INGM	2.2146948763e+11	1.83430599694e-05
phs000609	2.21378706583e+11	1.83355410908e-05
Huazhong agricultural university	2.213758747e+11	1.8335306542e-05
University of Nordland	2.21366931858e+11	1.83345658572e-05
stanford-phs000898	2.21215619504e+11	1.83220335142e-05
YAMAGU_U	2.21026187731e+11	1.83063439562e-05
BSRI	2.20999187469e+11	1.83041076778e-05
Univerisity of Wisconsin-Madison	2.20608947891e+11	1.82717863497e-05
PASTEUR INSTITUTE PARIS	2.20403815796e+11	1.82547964232e-05
MPI-PZ	2.20188465105e+11	1.82369601484e-05
phs000611-wugsc	2.19882298977e+11	1.82116021467e-05
GENETIC DIVERSITY CENTRE	2.19868175064e+11	1.82104323432e-05
U. Washington	2.19423062868e+11	1.81735662277e-05
The New Zealand Institute for Plant & Food Researc	2.17812964889e+11	1.80402109556e-05
South Subtropical Crops Research Institute, Chines	2.17705092997e+11	1.80312765394e-05
Harvard Medical school	2.16521014372e+11	1.7933206031e-05
UNIVERSITY OF EDINBURGH	2.15912139342e+11	1.788277637e-05
NEW YORK UNIVERSITY SCHOOL OF MEDICINE	2.15795112674e+11	1.78730837157e-05
Institute of Zoology, Chinese Academy of Sciences	2.15596617707e+11	1.78566435048e-05
South China University of Technology	2.15578469428e+11	1.78551403859e-05
YALE	2.15228327976e+11	1.78261401578e-05
Duke Univ	2.151685858e+11	1.78211920527e-05
UCSB	2.1470091571e+11	1.77824575949e-05
Queen's University Belfast	2.14127787687e+11	1.77349886555e-05
West Virginia University	2.1402264457e+11	1.77262802482e-05
CDC, U OF S	2.138793622e+11	1.77144129832e-05
C-CAMp	2.13769412729e+11	1.77053064929e-05
CNR	2.13508599537e+11	1.76837048173e-05
Veterinary Research Institute	2.13501196204e+11	1.76830916413e-05
The UT MD Anderson Cancer Center	2.13271168764e+11	1.76640397747e-05
Swiss Institute of Bioinformatics	2.12847060236e+11	1.76289132738e-05
Instituto de Ciencias de la Vid y del Vino	2.1270294266e+11	1.76169768334e-05
University of Montreal	2.12607088491e+11	1.76090377769e-05
IISER Thiruvananthapuram	2.1246614915e+11	1.75973645717e-05
CGR	2.1217608405e+11	1.75733401267e-05
Nanjing Agriculture University	2.12100521452e+11	1.75670817058e-05
UHOH	2.1201354164e+11	1.75598776619e-05
TAMU	2.11535136908e+11	1.75202541147e-05
University of Agricultural Sciences Dharwad	2.1146609382e+11	1.75145356678e-05
Instituto Valenciano de Investigaciones Agrarias	2.11385165298e+11	1.75078328179e-05
University of St. Andrews	2.11321959414e+11	1.75025978335e-05
huazhong agricultural university	2.11090792532e+11	1.74834515934e-05
Geisel School of Medicine at Dartmouth College	2.1100268775e+11	1.74761543747e-05
mpipz	2.10865862196e+11	1.7464821891e-05
Academia Sinice	2.10777174316e+11	1.74574763776e-05
Chinese Center for Disease Control and Prevention	2.1070145437e+11	1.74512049245e-05
The Samuel Roberts Noble Foundation	2.10204122936e+11	1.74100137861e-05
CDC-CEMB	2.10190908644e+11	1.74089193213e-05
China Agricultural University, Beijing, China	2.09735235037e+11	1.73711784641e-05
University of Southern California-- Ehrenreich Lab	2.08853361479e+11	1.72981378853e-05
cdc-dbd	2.08685688867e+11	1.72842505151e-05
INSTITUTO VALENCIANO DE INVESTIGACIONES AGRARIAS (	2.08557513381e+11	1.72736344675e-05
National Institute of Standards and Technology	2.08157815551e+11	1.7240529766e-05
Agricultural Biotechnology Center	2.07900320492e+11	1.72192029126e-05
Wellcome Trust Sanger Institute	2.07542038627e+11	1.71895284603e-05
Zoology Department, University of Oxford	2.07536182286e+11	1.71890434128e-05
Jagiellonian University	2.07464834882e+11	1.71831341125e-05
Indian Agricultural Research Institute	2.07403707362e+11	1.71780712672e-05
LONDON RESEARCH INSTITUTE CRUK	2.07313590413e+11	1.71706073921e-05
Embrapa	2.06931588281e+11	1.71389683248e-05
CNIO	2.05958700828e+11	1.70583895819e-05
NEI-phs001151	2.05798356328e+11	1.70451091576e-05
Institute of Hydrobiology	2.05649161202e+11	1.70327521726e-05
Chinese Academy of Fishery Sciences	2.05604467812e+11	1.70290504729e-05
Drexel University	2.05560032735e+11	1.70253701678e-05
Brigham & Women's Hospital	2.05387416041e+11	1.70110733073e-05
Chinese Academy of Tropical Agricultural Sciences	2.04817388017e+11	1.69638611232e-05
Chicago Botanic Garden	2.04604843377e+11	1.69462572576e-05
RIKEN_CDB	2.04380573915e+11	1.69276822917e-05
Beijing Neurosurgical Institute	2.03952898428e+11	1.68922603598e-05
Northwest Institute of Plateau Biology, Chinese Ac	2.03780399194e+11	1.68779732278e-05
INSTITUTE OF FOOD RESEARCH	2.03585122242e+11	1.68617995469e-05
European Research Institute for the Biology of Age	2.03446752039e+11	1.68503391287e-05
Seoul National University, College of Medicine	2.0338688416e+11	1.68453806123e-05
Watson School of Biological Sciences at Cold Sprin	2.03113370066e+11	1.68227269931e-05
Sallk Institute for Biological Studies	2.02597896512e+11	1.67800332459e-05
KYUSHU_IT	2.02430341204e+11	1.67661555913e-05
Nestle Institute of Health Sciences	2.01764276562e+11	1.67109892395e-05
WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES	2.01673049011e+11	1.67034333795e-05
University of Thessaly	2.01290790275e+11	1.66717730592e-05
Scripps Institution of Oceanography	2.00982369344e+11	1.66462283049e-05
STRI/NCSU	2.00876095023e+11	1.66374262065e-05
Columbia River Inter-Tribal Fish Commission	2.00256746666e+11	1.65861290992e-05
The James Hutton Institute, Scotland, United Kingd	2.00137528668e+11	1.65762549495e-05
UT_CB	1.99931845097e+11	1.65592193473e-05
Rockefeller-phs000709	1.9965089365e+11	1.65359497345e-05
Pediatric Diabetes Research Center, UCSD Stem Cell	1.99572228004e+11	1.65294343057e-05
Essex University UK	1.98630304535e+11	1.64514201338e-05
The Wistar Institute	1.98534965948e+11	1.64435237801e-05
Whitehead Institute	1.98276546573e+11	1.64221203708e-05
IDIVAL	1.98181655163e+11	1.64142610542e-05
Smithsonian Institution, National Museum of Natura	1.97918113124e+11	1.63924333637e-05
YALE-phs001226	1.97830544682e+11	1.63851805669e-05
Centre for Integrative Physiology, University of E	1.97764918725e+11	1.63797451416e-05
HHU Duesseldorf	1.974989336e+11	1.63577151042e-05
HAIB	1.97355598624e+11	1.63458434821e-05
USGS	1.96951238525e+11	1.63123526314e-05
KIOST	1.968992274e+11	1.63080448453e-05
CARDIFF SCHOOL OF BIOSCIENCES	1.96790459204e+11	1.62990361933e-05
SCIENCE FOR LIFE LABORATORY, ROYAL INSTITUTE OF TE	1.96662915782e+11	1.62884724959e-05
USC-EC	1.96436214148e+11	1.6269696087e-05
BI-phs000825	1.96268031032e+11	1.62557664346e-05
Cancer Science Insitute of Singapore, National Uni	1.9623986766e+11	1.62534338224e-05
GENENTECH INC.	1.961501472e+11	1.62460027862e-05
CHGCS	1.95514861567e+11	1.61933856849e-05
EMBL-GBU_phs000643	1.95514188812e+11	1.61933299644e-05
NCI-phs000671	1.95149954298e+11	1.61631624881e-05
ICMB	1.95143728422e+11	1.61626468341e-05
SIH	1.94781657671e+11	1.613265857e-05
University of Buenos Aires	1.94676178129e+11	1.61239222985e-05
University of Saskatchewan	1.94391014591e+11	1.6100303822e-05
University of Calgary	1.93990895024e+11	1.60671641905e-05
TSUKUBA	1.9365092401e+11	1.60390063221e-05
ABHTD	1.9299931144e+11	1.59850369533e-05
Roche NimbleGen	1.9299180364e+11	1.59844151249e-05
Lawrence Berkeley National Lab	1.92382469167e+11	1.59339474108e-05
University Wisconsin-Madison	1.92013946988e+11	1.59034248115e-05
EMBL EUROPEAN BIOINFORMATICS INSTITUTE	1.91810434357e+11	1.5886569016e-05
Polo d'Innovazione di Genomica, Genetica e Biologi	1.91724804924e+11	1.58794768163e-05
Cambridge Institute	1.91290335654e+11	1.5843492194e-05
ROSWELL PARK CANCER INSTITUTE	1.91121484268e+11	1.58295071925e-05
UNIVERSITY OF MELBOURNE	1.90907404565e+11	1.58117761865e-05
UNIVERSITY OF CAMBRIDGE	1.90717783333e+11	1.57960709367e-05
IRIC, U. de Montreal	1.90149843639e+11	1.5749031717e-05
ETH Zurich, Switzerland	1.9012934094e+11	1.57473335949e-05
Smithsonian Institution	1.90045481699e+11	1.57403880102e-05
CAUK	1.9003897703e+11	1.57398492654e-05
Department of Thoracic Surgery, Shanghai First Peo	1.8982557e+11	1.5722173973e-05
Mississippi State	1.89825103611e+11	1.57221353447e-05
virginia bioinformatics institute	1.89732048197e+11	1.57144280932e-05
BRH	1.8891698822e+11	1.56469213039e-05
University of Colorado School of Medicine	1.88860745561e+11	1.56422630438e-05
KYUSH-MS	1.88815429562e+11	1.5638509777e-05
University of Pennsylvania, USA	1.88601301263e+11	1.5620774746e-05
Queen Mary University of London	1.87920981904e+11	1.55644277569e-05
NTU	1.87864256253e+11	1.55597294934e-05
UC IRVINE	1.87498112032e+11	1.55294038468e-05
Aarhus University, Denmark	1.8748106085e+11	1.55279915942e-05
Sengenics sdn bhd	1.874807778e+11	1.55279681508e-05
Max Planck Institute of Molecular Cell Biology and	1.87032482728e+11	1.54908384158e-05
NIAAA/NIH	1.8692124963e+11	1.548162561e-05
Institute of Functional Genomics, University of Re	1.86772253735e+11	1.54692851261e-05
Henan Normal University	1.86284898295e+11	1.54289202426e-05
UNIVERSITY DUISBURG-ESSEN	1.86056084058e+11	1.54099688588e-05
CDC-DHQP-CEMB	1.85693319783e+11	1.5379923154e-05
University of Illinois Urbana Champaign	1.85390366318e+11	1.53548312389e-05
Memorial Sloan-Kettering Cancer Center	1.84855684606e+11	1.5310546589e-05
CANCER INSTITUTE (WIA)	1.8484102712e+11	1.53093325927e-05
Beijing Normal University	1.84800587592e+11	1.53059832163e-05
SCHOOL OF COMPUTER SCIENCES UNIVERSITY OF BIRMINGH	1.8456499e+11	1.52864700056e-05
Institute for Biotechnology in Plant Production, I	1.84563571191e+11	1.52863524937e-05
UNL	1.84484150761e+11	1.52797745505e-05
