# CRM chr1	248956422
# CRM chr2	242193529
# CRM chr3	198295559
# CRM chr4	190214555
# CRM chr5	181538259
# CRM chr6	170805979
# CRM chr7	159345973
# CRM chr8	145138636
# CRM chr9	138394717
# CRM chr10	133797422
# CRM chr11	135086622
# CRM chr12	133275309
# CRM chr13	114364328
# CRM chr14	107043718
# CRM chr15	101991189
# CRM chr16	90338345
# CRM chr17	83257441
# CRM chr18	80373285
# CRM chr19	58617616
# CRM chr20	64444167
# CRM chr21	46709983
# CRM chr22	50818468
# CRM chrX	156040895
# CRM chrY	57227415
# CRM chrM	16569
# CRM mmtv_luciferase	3183
HWI-D00733:28:C6UW3ANXX:8:2205:9023:54196	chr1	10489187	0	68	10489044	10489219	chr1	227836325	1	75	227836325	227836464
HWI-D00733:28:C6UW3ANXX:1:2112:6579:65878~2~	chr1	91504474	1	31	91504468	91504633	chr1	91504628	0	45	91504468	91504633
HWI-D00733:28:C6UW3ANXX:4:2304:6584:13105	chr1	106110838	0	75	106110706	106112057	chr1	170570586	1	37	170570586	170570967
HWI-D00733:28:C6UW3ANXX:6:1211:13702:80736#2/3	chr1	151928126	0	28	151928099	151928194	chr2	20719763	1	75	20719763	20719772
HWI-D00733:28:C6UW3ANXX:6:1211:13702:80736#3/3	chr1	151928126	0	28	151928099	151928194	chr2	20720195	0	47	20720192	20720319
HWI-D00733:28:C6UW3ANXX:5:1308:13826:87539#1/3	chr2	3251638	1	75	3250702	3251889	chr2	3251892	0	40	3251889	3252367
HWI-D00733:28:C6UW3ANXX:5:1308:13826:87539#3/3	chr2	3251638	1	75	3250702	3251889	chr2	3285012	0	35	3284978	3286625
HWI-D00733:28:C6UW3ANXX:5:1308:13826:87539~2~#2/3	chr2	3251892	0	40	3251889	3252367	chr2	3285012	0	35	3284978	3286625
HWI-D00733:28:C6UW3ANXX:6:1211:13702:80736#1/3	chr2	20719763	1	75	20719763	20719772	chr2	20720195	0	47	20720192	20720319
HWI-D00733:28:C6UW3ANXX:5:1310:6257:22552	chr2	32061001	0	75	32060611	32061242	chr8	66582052	0	75	66581929	66582669
HWI-D00733:28:C6UW3ANXX:2:1308:3010:98657	chr2	173596035	1	30	173595768	173596061	chr2	173604688	0	75	173604609	173604923
HWI-D00733:28:C6UW3ANXX:3:2205:3776:66785#3/3	chr2	174663869	1	58	174663150	174663923	chr2	176763674	1	61	176763411	176763731
HWI-D00733:28:C6UW3ANXX:3:2205:3776:66785#2/3	chr2	174663869	1	58	174663150	174663923	chr2	176763734	0	17	176763731	176763825
HWI-D00733:28:C6UW3ANXX:3:2205:3776:66785#1/3	chr2	176763674	1	61	176763411	176763731	chr2	176763734	0	17	176763731	176763825
HWI-D00733:28:C6UW3ANXX:6:1107:1884:54030	chr2	190027544	0	75	190027305	190028333	chr2	208616808	0	50	208616759	208616963
HWI-D00733:28:C6UW3ANXX:1:1211:6287:63050	chr3	17824518	1	75	17823381	17824652	chr3	17824655	0	20	17824652	17824786
HWI-D00733:28:C6UW3ANXX:5:2303:15126:21303	chr3	22755868	0	75	22755865	22756053	chr3	23427710	1	75	23427572	23428005
HWI-D00733:28:C6UW3ANXX:2:1309:5722:87815	chr3	33235280	0	75	33235075	33235368	chr3	36121347	1	75	36121237	36121421
HWI-D00733:28:C6UW3ANXX:2:2211:14286:8721	chr3	47482209	1	52	47481515	47482258	chr6	9756155	1	75	9755786	9756250
HWI-D00733:28:C6UW3ANXX:3:2306:5396:84767#1/3	chr3	76057093	0	25	76057069	76057329	chr3	76179536	1	75	76178101	76179700
HWI-D00733:28:C6UW3ANXX:3:2306:5396:84767#3/3	chr3	76057093	0	25	76057069	76057329	chr3	76179703	0	50	76179700	76180104
HWI-D00733:28:C6UW3ANXX:3:2306:5396:84767#2/3	chr3	76179536	1	75	76178101	76179700	chr3	76179703	0	50	76179700	76180104
HWI-D00733:28:C6UW3ANXX:1:1316:11350:2257	chr3	99225302	0	75	99225099	99226224	chr8	39164168	0	27	39164142	39164460
HWI-D00733:28:C6UW3ANXX:8:2201:19560:51176	chr3	143514159	0	75	143514052	143514574	chr3	143719540	0	43	143719537	143719749
HWI-D00733:28:C6UW3ANXX:3:1308:19911:30141	chr3	177450608	0	75	177450492	177450740	chr5	123260932	1	56	123260805	123260984
HWI-D00733:28:C6UW3ANXX:3:2215:10415:90612	chr3	179902950	1	75	179902672	179903135	chr3	179912428	1	62	179912080	179912492
HWI-D00733:28:C6UW3ANXX:1:2116:19211:25777#1/3	chr3	183538711	1	75	183537502	183538855	chr15	77791096	0	50	77791047	77791274
HWI-D00733:28:C6UW3ANXX:1:2116:19211:25777#3/3	chr3	183538711	1	75	183537502	183538855	chr3	183538858	0	25	183538855	183538921
HWI-D00733:28:C6UW3ANXX:1:2116:19211:25777~2~#2/3	chr3	183538858	0	25	183538855	183538921	chr15	77791096	0	50	77791047	77791274
HWI-D00733:28:C6UW3ANXX:5:1316:5821:13687	chr3	196326641	1	75	196326548	196326757	chr3	196326760	0	42	196326757	196327183
HWI-D00733:28:C6UW3ANXX:8:2211:14064:37140	chr4	38079348	0	41	38079308	38079500	chr15	57987497	1	75	57986893	57987657
HWI-D00733:28:C6UW3ANXX:7:2211:2701:6596	chr4	60829471	1	75	60828234	60829803	chr4	61053971	1	75	61053927	61054079
HWI-D00733:28:C6UW3ANXX:2:1201:1644:57617	chr4	175515505	1	75	175515505	175515637	chr6	145835691	1	75	145835071	145835928
HWI-D00733:28:C6UW3ANXX:5:2311:5934:5430	chr5	172522986	1	75	172522986	172523163	chr6	16645647	1	75	16644926	16645718
HWI-D00733:28:C6UW3ANXX:5:1104:4376:40631	chr6	491194	0	75	491036	491868	chr12	67692324	0	48	67692277	67692924
HWI-D00733:28:C6UW3ANXX:7:1311:4805:60602~2~	chr6	14169539	1	37	14169539	14170193	chr6	14169629	0	75	14169539	14170193
HWI-D00733:28:C6UW3ANXX:3:1203:20213:92653	chr6	55163028	1	75	55163025	55163188	chr6	55163191	0	38	55163188	55163779
HWI-D00733:28:C6UW3ANXX:6:2304:20426:96630	chr6	72346186	1	75	72346181	72346360	chr6	72539968	0	55	72539914	72540377
HWI-D00733:28:C6UW3ANXX:7:2304:18217:85498	chr6	97643466	0	35	97643432	97643935	chr6	97644679	0	61	97644619	97644983
HWI-D00733:28:C6UW3ANXX:5:1202:19316:59197	chr7	3680302	1	62	3680148	3680360	chr7	52877857	0	75	52877685	52878275
