# CRM chr1	248956422
# CRM chr2	242193529
# CRM chr3	198295559
# CRM chr4	190214555
# CRM chr5	181538259
# CRM chr6	170805979
# CRM chr7	159345973
# CRM chr8	145138636
# CRM chr9	138394717
# CRM chr10	133797422
# CRM chr11	135086622
# CRM chr12	133275309
# CRM chr13	114364328
# CRM chr14	107043718
# CRM chr15	101991189
# CRM chr16	90338345
# CRM chr17	83257441
# CRM chr18	80373285
# CRM chr19	58617616
# CRM chr20	64444167
# CRM chr21	46709983
# CRM chr22	50818468
# CRM chrX	156040895
# CRM chrY	57227415
# CRM chrM	16569
# CRM mmtv_luciferase	3183
HWI-D00733:28:C6UW3ANXX:4:2303:8822:87395	chr1	39975944	1	75	39975944	39976118	chr1	153285204	1	72	153285126	153285272
HWI-D00733:28:C6UW3ANXX:5:1102:12635:4150	chr1	46033184	0	75	46033055	46033390	chr1	54781830	1	75	54780439	54782011
HWI-D00733:28:C6UW3ANXX:3:1313:9003:31249#1/3	chr1	84804305	0	42	84804264	84805848	chr10	43602502	1	33	43602502	43602720
HWI-D00733:28:C6UW3ANXX:3:1313:9003:31249#2/3	chr1	84804305	0	42	84804264	84805848	chr10	43602723	0	75	43602720	43603843
HWI-D00733:28:C6UW3ANXX:4:2206:3292:37192	chr1	93247230	0	75	93247227	93247440	chr5	150836687	1	75	150835163	150837075
HWI-D00733:28:C6UW3ANXX:4:1303:6370:21516	chr1	150567026	1	75	150567026	150567179	chr17	68005664	1	75	68005664	68005791
HWI-D00733:28:C6UW3ANXX:5:1308:11838:12965	chr1	154956922	0	75	154956598	154957139	chr12	109914490	0	75	109914391	109914899
HWI-D00733:28:C6UW3ANXX:6:2304:10879:50025	chr1	160245091	0	75	160244847	160245915	chr17	22843458	0	75	22843371	22844221
HWI-D00733:28:C6UW3ANXX:3:1216:15705:13951~2~	chr1	169724366	1	57	169724366	169724560	chr1	169724923	0	75	169724560	169725164
HWI-D00733:28:C6UW3ANXX:2:1215:12956:7986	chr1	174154659	1	75	174154619	174154808	chr12	18564198	1	56	18563385	18564250
HWI-D00733:28:C6UW3ANXX:7:2101:15511:77380	chr1	230976178	1	59	230976178	230976233	chr3	26272232	1	75	26270310	26272478
HWI-D00733:28:C6UW3ANXX:3:2114:3606:77708	chr2	21141634	0	75	21141506	21141809	chr2	21428163	0	71	21428160	21428453
HWI-D00733:28:C6UW3ANXX:2:1103:5961:38403#3/3	chr2	66451785	1	75	66450915	66451995	chr10	78867894	1	40	78867641	78867930
HWI-D00733:28:C6UW3ANXX:2:1103:5961:38403~2~#2/3	chr2	66451998	0	35	66451995	66452156	chr10	78867894	1	40	78867641	78867930
HWI-D00733:28:C6UW3ANXX:7:1108:15125:37204	chr2	76376707	0	75	76376543	76376717	chr2	78736710	0	75	78736707	78737617
HWI-D00733:28:C6UW3ANXX:2:2310:3678:18137~2~#2/3	chr2	156119596	1	31	156119596	156119986	chr3	181633737	0	75	181633652	181633740
HWI-D00733:28:C6UW3ANXX:2:2310:3678:18137~2~#1/3	chr2	156119596	1	31	156119596	156119986	chr6	7752215	0	44	7752172	7752787
HWI-D00733:28:C6UW3ANXX:1:1310:10908:24407	chr2	174232534	1	75	174232534	174232835	chr2	202741310	1	63	202741214	202741369
HWI-D00733:28:C6UW3ANXX:2:1216:4621:26664	chr3	2232456	0	75	2232354	2232707	chr3	2323482	0	75	2323104	2323544
HWI-D00733:28:C6UW3ANXX:6:1201:14272:98972	chr3	170234915	1	75	170234915	170235018	chr9	460511	0	64	460448	460912
HWI-D00733:28:C6UW3ANXX:2:2104:10108:81211	chr3	179074717	1	75	179074598	179074821	chr12	117206126	1	75	117205800	117206231
HWI-D00733:28:C6UW3ANXX:2:2310:3678:18137#3/3	chr3	181633737	0	75	181633652	181633740	chr6	7752215	0	44	7752172	7752787
HWI-D00733:28:C6UW3ANXX:6:1111:8545:93074	chr4	4722645	1	75	4722037	4722770	chr10	39335063	0	75	39334894	39335295
HWI-D00733:28:C6UW3ANXX:7:2208:2363:13812	chr4	42593568	0	75	42593056	42594020	chr4	42863014	1	21	42862686	42863031
HWI-D00733:28:C6UW3ANXX:5:2112:5828:60981	chr4	114571150	0	54	114571147	114571789	chr4	114745640	0	67	114745509	114745690
HWI-D00733:28:C6UW3ANXX:1:2311:11068:42568	chr5	82449344	1	75	82449274	82449442	chr13	31592115	1	75	31591834	31592281
HWI-D00733:28:C6UW3ANXX:3:1314:15686:58526	chr5	88799034	1	75	88798698	88799181	chr5	90179378	1	75	90179185	90179510
